Eve Holt,@evefrancisholt,https://www.twitter.com/evefrancisholt,"System Thinker, Convenor, Doer 🕸 Director @GMMoving 🌱 Councillor 🌹Trustee, NED, Governor ❤️ People-Participation-Place-Policy-Planet 🌎🚴🏻‍♀️","Manchester, England",,False,False,161,2,"@cyclesar, @hayleylever, ...","RT @evefrancisholt: Happy 3rd birthday 🥳 #UnitingTheMovement   It’s been a joy and a privilege to work alongside people and partners across England over the last 3 years as a collective movement for movement.    Together, we can and must create the conditions for #ActiveLivesforAll.   For a… https://t.co/UxM7yOSe6m https://t.co/EtdFJ4fsMC",no
GuardianBallersUK,@GuardianBallers,https://www.twitter.com/GuardianBallers,"Empowering young people through Basketball, Mental and Emotional Well-being and Community Transformation.  🏀BALL |✌🏽BE | 🌎BETTER","Coventry, England",,False,False,0,2,"@GuardianBallers, @VickyJoel, ...",RT @VickyJoel: Happy 3rd Birthday to @Sport_England #UnitingTheMovement strategy. So much still to do and so much determination to make a difference. Great to see @GuardianBallers featured in the video. A great example of all those local organisations making a difference https://t.co/6bAlANtQE5,no
Women in Sport,@Womeninsport_uk,https://www.twitter.com/Womeninsport_uk,"Sport can give girls and women resilience, courage, self-belief & a sense of belonging🙌  We exist to create lasting positive change in sport & society⚽️","London, England",,False,False,563,2,"@SFDCoalition, @MelanieAntao, ...","RT @Womeninsport_uk: We’re stronger together📣  Our partnership with Sport England and its Uniting the Movement strategy is a shared commitment to creating lasting positive change, so that every woman and girl can feel they belong.   #UnitingTheMovement with @Sport_England  https://t.co/GLbPel3vEK https://t.co/QedMEpMerU",no
Kate Harding,@kt_harding2013,https://www.twitter.com/kt_harding2013,Strategic Lead Partnerships at GM Moving - ASM at CFCS - school governor - full time and non stop mum of three.,Manchester,,False,False,2,2,"@GMMoving, @hayleylever, ...",RT @kt_harding2013: Brilliant to see the impact in 3 years of #UnitingTheMovement by @Sport_England. It’s a privilege to be part of the movement @GMMoving and to be working to tackle the inequalities within sport and physical activity. https://t.co/iwTnnJWyHt,no
Andrew Lawton,@AndrewLawton_,https://www.twitter.com/AndrewLawton_,"Strategic Lead (Marketing & Communications, Health) at @gmmoving - views my own.  Follower of @lcfc🦊, @LeicesterTigers🐯 & @leicsccc🦊",Manchester,,False,False,20,2,"@evefrancisholt, @hayleylever, ...","RT @AndrewLawton_: The first three years of @sport_england's 10-year strategy are complete✅  Look forward to learning more about how teams, including @GMMoving, across England are playing their role throughout the day on #UnitingTheMovement. https://t.co/vRb3E3YH1V",no
Ali Oliver,@AliOliverYST,https://www.twitter.com/AliOliverYST,Chief Executive of @YouthSportTrust. All views and opinions are my own.,,,False,False,16,1,"@YouthSportTrust, ...","RT @AliOliverYST: Looking forward to attending today's @_ukactive #ActiveUprising conference, hearing from @Huw75 and a great speaker line up. @youthsporttrust are proud to work alongside @_ukactive and 5 other organisations as part of the National Sector Partners Group #UnitingTheMovement !",no
StreetGames,@StreetGames,https://www.twitter.com/StreetGames,"We’re on a mission to transform the lives of young people living in low-income, underserved communities through sport and physical activity.",UK,,False,False,214,1,"@NEStreetgames, ...",RT @StreetGames: 3 years of #UnitingTheMovement - pivotal in supporting young people and communities following the pandemic. As part of this we have been able to provide countless of children with access to Doorstep Sport activities through the Together Fund 🌟 Learn more: https://t.co/JneXIt90MM https://t.co/jFF7Fz1zls,no
Sport & Recreation Alliance,@sportrectweets,https://www.twitter.com/sportrectweets,"We're the voice of the sector to Government, policy makers & the media. We provide advice, support & guidance to members.",London,,False,False,249,1,"@chrisgaynor2, ...","RT @sportrectweets: 3⃣ years of #UnitingTheMovement 😊  Read the thoughts of @Sport_England CEO, @tphollingsworth, on the positive changes and progress that have already been made, and how this can be built upon in the coming years 👇  https://t.co/3Ubx5e7fy0",no
Rise,@RiseNorthEast1,https://www.twitter.com/RiseNorthEast1,Creating a higher quality of life for communities that need it the most in Northumberland and Tyne & Wear.,North East,,False,False,3,1,"@LouiseLaws22, ...",RT @RiseNorthEast1: Happy 3rd anniversary to @Sport_England 's #UnitingTheMovement strategy. 🥳   We’re fully behind #UnitingTheMovement - it aims to remove the barriers that prevent people from leading active lifestyles. https://t.co/OqQYoCzxaW,no
Active Suffolk,@Active_Suffolk,https://www.twitter.com/Active_Suffolk,"The Active Partnership for Suffolk, promoting sport and physical activity in Suffolk.","Suffolk, England",,False,False,94,1,"@Sport_England, ...",RT @Active_Suffolk: We're celebrating the 3rd anniversary of @Sport_England's #UnitingTheMovement today!   Scroll along to find out how we've been working towards #UTM this past year! https://t.co/IeIskFCB5K,no
England Football,@EnglandFootball,https://www.twitter.com/EnglandFootball,"Uniting every part of the game, from grassroots to the @England teams ⚽️  Header 📸: @futurecityfc","England, United Kingdom",,True,True,6980,1,"@DavidSlattman, ...",RT @EnglandFootball: Celebrating 3️⃣ years of #UnitingTheMovement 🤩 https://t.co/L7NA9xytyR,no
The Gentleman,@Gentleman2741,https://www.twitter.com/Gentleman2741,#PatriotWarriors MBGA MAGA TRUMP 2024, YORKSHIRE England GB/UK,,False,False,5,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
💞 𝔀𝓱𝓲𝓼𝓹𝓮𝓻 💞 ( ‏𝓐𝓵 ) 😘,@bdonesem,https://www.twitter.com/bdonesem,"Nobody Perfect , Just Nobody 😎! My Quotes: Inspirational 😎,Funny 😘 , followback 💯% within 24 hours. Hate DMs & Porn ⛔️ ( please follow @oh_laa_laa ) MAGA ❤️",Live in Your Heart 💕 💕,,False,False,1039,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
🇺🇸☀️Sunny☀️🇺🇸,@tooosunny,https://www.twitter.com/tooosunny,"God,my husband, country #SunnysPatriots #MAGA #IFBP #FJB 🇺🇸#Constitution @DineshDSouza @laralogan @papitrumpo @RitaCosby @Scottbaio @atensnut @jessiejaneduff",,,False,False,1,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
twk4usa,@Tweeklives,https://www.twitter.com/Tweeklives,"Let’s try this again! Gun toting pure blood Patriot! God and Country! Kindly take your PC and LGBTQ…whatever and shove it! Thanks, Elon",,,False,False,13,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
LeahBirdy,@BirdyLeah,https://www.twitter.com/BirdyLeah,⭐️⭐️⭐️ Trump is my President. Hatton is my man. No dm messages unless you are my friend.,"Texas, USA",,False,False,1,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Hatton Let's Go Brandon,@jnottah,https://www.twitter.com/jnottah,"#MAGA #WWG1WGA #TermLimits https://t.co/pgv84bcKv4  ❤BirdyLeah❤ Zapped by Twitter 9 times , 🚫 Dates , Dance card is full","Mississippi Gulf coast , USA",,False,False,19,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
INDY,@itismeindy500,https://www.twitter.com/itismeindy500,I....AM INDY  Where Getting Older..The World's Getting Colder..For The Life Of Me..I Dont Know The Reason Why,In An INDYCAR...ZOOM ZOOM!,,False,False,5,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Penny Calls a Lid 🇺🇸🇮🇹,@PSwal807,https://www.twitter.com/PSwal807,#NRA #2A #BackTheBlue. IFBAP. Honored to be followed by Rita Cosby and Juanita Broaddrick. Proudly blocked by @ananavarro and @CheriJacobus,,,False,False,59,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Eliseo morales H,@EMH1183,https://www.twitter.com/EMH1183,"retired NYPD, Conservative, Lifetime NRA member Roman Catholic, extreme MAGA love the USA and constitution, 1st, 2nd and all bills of rights","Baywood, NY",,False,False,3,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
R͓̽Y͓̽a͓̽n͓̽C͓̽e͓̽y͓̽,@RyanceyReturns,https://www.twitter.com/RyanceyReturns,"🇺🇸🇺🇸MAGA🇺🇸TRUMP🇺🇸🇺🇸                      don't mind chatting, but don't usually talk to people with 8 digit numerical last names",Starlink,,False,False,9,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
I am Ken,@Ikennect,https://www.twitter.com/Ikennect,#𝕊𝕒𝕧𝕖𝔸𝕞𝕖𝕣𝕚𝕔𝕒  POS Biden is destroying America. I'm here for politics and occasional laughs Not PC-- I must be a biologist = I know what a woman is.,USA,,False,False,31,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
🇺🇸𝔻𝕦𝕥𝕔𝕙🇺🇸,@pr0ud_americans,https://www.twitter.com/pr0ud_americans,"🇺🇸💥#𝐏𝐚𝐭𝐫𝐢𝐨𝐭𝐖𝐚𝐫𝐫𝐢𝐨𝐫𝐬💥🇺🇸 Patriotism is supporting your country all the time, and your government when it deserves it - Mark Twain",United States,,False,False,0,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Lissa ULTRA MAGA 🦁,@Lissa4Trump,https://www.twitter.com/Lissa4Trump,Trump 2024 🦁 Unity and Peace Good Vibes 💜 Love All-Trust None ULTRA MAGA 🍊🦁🍊 NO DM'S!!!  Support Our Veterans 💜 FJB 🤬🖕🤬           Trump Won 🦁♥️,"North Carolina, USA",,False,False,40,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Pops,@UPMHPM,https://www.twitter.com/UPMHPM,"Husband, dad, granddad Patriot. #Maga #MagaOneVoice #TWGRP #PatriotWarriors  No rude crude or merchandising DMs!","Ohio, USA",,False,False,3,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Arri_2,@2Glitz4U2,https://www.twitter.com/2Glitz4U2,▪️2024▪️God▪️Family ▪️Guns▪️Trump▪️🚫DM🚫Lists▪️#PatriotWarriors▪️#Outlaws,USA,,False,False,0,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
Isabelle De Saint Aubin🇨🇵⚜,@bluemint5011,https://www.twitter.com/bluemint5011,"𝓐𝓭 𝓪𝓼𝓽𝓻𝓪 𝓹𝓮𝓻 𝓪𝓼𝓹𝓮𝓻𝓪 professionnelle genealogiste successorale , 𝐦𝐨𝐦 𝟐 𝐛𝐨𝐲𝐬 🦖  📣𝐧𝐨 𝐝𝐦 📯 ⚔🇨🇵 ✝️","Bagnoles-de-l'Orne, France",,False,False,14,1,"@Lianes_12, ...",Donald Trump will save our country again. Follow these Elites Patriots.  @Dsware123 @Gentleman2741   @bdonesem @tooosunny @Tweeklives @BirdyLeah  @jnottah @itismeindy500 @PSwal807 @EMH1183 @RyanceyReturns @Ikennect @pr0ud_americans  @Lissa4Trump @UPMHPM @2Glitz4U2  @bluemint5011… https://t.co/oMyJ14Wm1Q https://t.co/WzueXMciGv,no
M S P,@MerseysideSport,https://www.twitter.com/MerseysideSport,Empowering our local communities to enhance their life through sport and physical activity. #MovingTogether  Follow us also on @MHSPAnetwork,Liverpool City Region,,False,False,73,1,"@MarkPalmerTT, ...",RT @MerseysideSport: Great to see Greenbank Power Hockey featured in Sport England's #UnitingTheMovement video! @GreenbankSports https://t.co/flh5P70kLT,no
Vicky Joel 💙💛,@VickyJoel,https://www.twitter.com/VickyJoel,"Director @ThinkActiveCSW | Find me coaching @OltonWWHC Men’s 1s, @KhalsaLeamHC W1s, DiSE Coach @EnglandHockey | views my own","Yorkshire, West Midlands",,False,False,14,1,"@GuardianBallers, ...",RT @VickyJoel: Happy 3rd Birthday to @Sport_England #UnitingTheMovement strategy. So much still to do and so much determination to make a difference. Great to see @GuardianBallers featured in the video. A great example of all those local organisations making a difference https://t.co/6bAlANtQE5,no
Leap BMK,@Leap_BMK,https://www.twitter.com/Leap_BMK,Improving lives across Buckinghamshire and Milton Keynes through physical activity and sport. https://t.co/Uk3CP9vrBa,Bucks & Milton Keynes,,False,False,84,1,"@MarkOrmerod1, ...",3 years of #UnitingTheMovement championing the importance of system change to tackle stubborn  inequalities @SportEngland highlights 4 examples here. @Leap_BMK has created 75 similar projects with £200k+ invested. Thank you @Sport_England  🙌 https://t.co/zGCWQtEYBC,no
